x	y	z	wkt_geom
7	13	14	"Polygon((-12 -78,12 -78,12 -66,-12 -66,-12 -78))"
8	13	14	"Polygon((12 -78,36 -78,36 -66,12 -66,12 -78))"
9	13	14	"Polygon((36 -78,60 -78,60 -66,36 -66,36 -78))"
10	13	14	"Polygon((60 -78,84 -78,84 -66,60 -66,60 -78))"
11	13	14	"Polygon((84 -78,108 -78,108 -66,84 -66,84 -78))"
12	13	14	"Polygon((108 -78,132 -78,132 -66,108 -66,108 -78))"
13	13	14	"Polygon((132 -78,156 -78,156 -66,132 -66,132 -78))"
14	13	14	"Polygon((156 -78,180 -78,180 -66,156 -66,156 -78))"
0	14	14	"Polygon((-180 -90,-156 -90,-156 -78,-180 -78,-180 -90))"
1	14	14	"Polygon((-156 -90,-132 -90,-132 -78,-156 -78,-156 -90))"
2	14	14	"Polygon((-132 -90,-108 -90,-108 -78,-132 -78,-132 -90))"
3	14	14	"Polygon((-108 -90,-84 -90,-84 -78,-108 -78,-108 -90))"
4	14	14	"Polygon((-84 -90,-60 -90,-60 -78,-84 -78,-84 -90))"
5	14	14	"Polygon((-60 -90,-36 -90,-36 -78,-60 -78,-60 -90))"
6	14	14	"Polygon((-36 -90,-12 -90,-12 -78,-36 -78,-36 -90))"
7	14	14	"Polygon((-12 -90,12 -90,12 -78,-12 -78,-12 -90))"
8	14	14	"Polygon((12 -90,36 -90,36 -78,12 -78,12 -90))"
9	14	14	"Polygon((36 -90,60 -90,60 -78,36 -78,36 -90))"
10	14	14	"Polygon((60 -90,84 -90,84 -78,60 -78,60 -90))"
11	14	14	"Polygon((84 -90,108 -90,108 -78,84 -78,84 -90))"
12	14	14	"Polygon((108 -90,132 -90,132 -78,108 -78,108 -90))"
13	14	14	"Polygon((132 -90,156 -90,156 -78,132 -78,132 -90))"
14	14	14	"Polygon((156 -90,180 -90,180 -78,156 -78,156 -90))"
0	0	15	"Polygon((-180 78.75,-157.5 78.75,-157.5 90,-180 90,-180 78.75))"
1	0	15	"Polygon((-157.5 78.75,-135 78.75,-135 90,-157.5 90,-157.5 78.75))"
2	0	15	"Polygon((-135 78.75,-112.5 78.75,-112.5 90,-135 90,-135 78.75))"
3	0	15	"Polygon((-112.5 78.75,-90 78.75,-90 90,-112.5 90,-112.5 78.75))"
4	0	15	"Polygon((-90 78.75,-67.5 78.75,-67.5 90,-90 90,-90 78.75))"
5	0	15	"Polygon((-67.5 78.75,-45 78.75,-45 90,-67.5 90,-67.5 78.75))"
6	0	15	"Polygon((-45 78.75,-22.5 78.75,-22.5 90,-45 90,-45 78.75))"
7	0	15	"Polygon((-22.5 78.75,0 78.75,0 90,-22.5 90,-22.5 78.75))"
8	0	15	"Polygon((0 78.75,22.5 78.75,22.5 90,0 90,0 78.75))"
9	0	15	"Polygon((22.5 78.75,45 78.75,45 90,22.5 90,22.5 78.75))"
10	0	15	"Polygon((45 78.75,67.5 78.75,67.5 90,45 90,45 78.75))"
11	0	15	"Polygon((67.5 78.75,90 78.75,90 90,67.5 90,67.5 78.75))"
12	0	15	"Polygon((90 78.75,112.5 78.75,112.5 90,90 90,90 78.75))"
13	0	15	"Polygon((112.5 78.75,135 78.75,135 90,112.5 90,112.5 78.75))"
14	0	15	"Polygon((135 78.75,157.5 78.75,157.5 90,135 90,135 78.75))"
15	0	15	"Polygon((157.5 78.75,180 78.75,180 90,157.5 90,157.5 78.75))"
0	1	15	"Polygon((-180 67.5,-157.5 67.5,-157.5 78.75,-180 78.75,-180 67.5))"
1	1	15	"Polygon((-157.5 67.5,-135 67.5,-135 78.75,-157.5 78.75,-157.5 67.5))"
2	1	15	"Polygon((-135 67.5,-112.5 67.5,-112.5 78.75,-135 78.75,-135 67.5))"
3	1	15	"Polygon((-112.5 67.5,-90 67.5,-90 78.75,-112.5 78.75,-112.5 67.5))"
4	1	15	"Polygon((-90 67.5,-67.5 67.5,-67.5 78.75,-90 78.75,-90 67.5))"
5	1	15	"Polygon((-67.5 67.5,-45 67.5,-45 78.75,-67.5 78.75,-67.5 67.5))"
6	1	15	"Polygon((-45 67.5,-22.5 67.5,-22.5 78.75,-45 78.75,-45 67.5))"
7	1	15	"Polygon((-22.5 67.5,0 67.5,0 78.75,-22.5 78.75,-22.5 67.5))"
8	1	15	"Polygon((0 67.5,22.5 67.5,22.5 78.75,0 78.75,0 67.5))"
9	1	15	"Polygon((22.5 67.5,45 67.5,45 78.75,22.5 78.75,22.5 67.5))"
10	1	15	"Polygon((45 67.5,67.5 67.5,67.5 78.75,45 78.75,45 67.5))"
11	1	15	"Polygon((67.5 67.5,90 67.5,90 78.75,67.5 78.75,67.5 67.5))"
12	1	15	"Polygon((90 67.5,112.5 67.5,112.5 78.75,90 78.75,90 67.5))"
13	1	15	"Polygon((112.5 67.5,135 67.5,135 78.75,112.5 78.75,112.5 67.5))"
14	1	15	"Polygon((135 67.5,157.5 67.5,157.5 78.75,135 78.75,135 67.5))"
15	1	15	"Polygon((157.5 67.5,180 67.5,180 78.75,157.5 78.75,157.5 67.5))"
0	2	15	"Polygon((-180 56.25,-157.5 56.25,-157.5 67.5,-180 67.5,-180 56.25))"
1	2	15	"Polygon((-157.5 56.25,-135 56.25,-135 67.5,-157.5 67.5,-157.5 56.25))"
2	2	15	"Polygon((-135 56.25,-112.5 56.25,-112.5 67.5,-135 67.5,-135 56.25))"
3	2	15	"Polygon((-112.5 56.25,-90 56.25,-90 67.5,-112.5 67.5,-112.5 56.25))"
4	2	15	"Polygon((-90 56.25,-67.5 56.25,-67.5 67.5,-90 67.5,-90 56.25))"
5	2	15	"Polygon((-67.5 56.25,-45 56.25,-45 67.5,-67.5 67.5,-67.5 56.25))"
6	2	15	"Polygon((-45 56.25,-22.5 56.25,-22.5 67.5,-45 67.5,-45 56.25))"
7	2	15	"Polygon((-22.5 56.25,0 56.25,0 67.5,-22.5 67.5,-22.5 56.25))"
8	2	15	"Polygon((0 56.25,22.5 56.25,22.5 67.5,0 67.5,0 56.25))"
9	2	15	"Polygon((22.5 56.25,45 56.25,45 67.5,22.5 67.5,22.5 56.25))"
10	2	15	"Polygon((45 56.25,67.5 56.25,67.5 67.5,45 67.5,45 56.25))"
11	2	15	"Polygon((67.5 56.25,90 56.25,90 67.5,67.5 67.5,67.5 56.25))"
12	2	15	"Polygon((90 56.25,112.5 56.25,112.5 67.5,90 67.5,90 56.25))"
13	2	15	"Polygon((112.5 56.25,135 56.25,135 67.5,112.5 67.5,112.5 56.25))"
14	2	15	"Polygon((135 56.25,157.5 56.25,157.5 67.5,135 67.5,135 56.25))"
15	2	15	"Polygon((157.5 56.25,180 56.25,180 67.5,157.5 67.5,157.5 56.25))"
0	3	15	"Polygon((-180 45,-157.5 45,-157.5 56.25,-180 56.25,-180 45))"
1	3	15	"Polygon((-157.5 45,-135 45,-135 56.25,-157.5 56.25,-157.5 45))"
2	3	15	"Polygon((-135 45,-112.5 45,-112.5 56.25,-135 56.25,-135 45))"
3	3	15	"Polygon((-112.5 45,-90 45,-90 56.25,-112.5 56.25,-112.5 45))"
4	3	15	"Polygon((-90 45,-67.5 45,-67.5 56.25,-90 56.25,-90 45))"
5	3	15	"Polygon((-67.5 45,-45 45,-45 56.25,-67.5 56.25,-67.5 45))"
6	3	15	"Polygon((-45 45,-22.5 45,-22.5 56.25,-45 56.25,-45 45))"
7	3	15	"Polygon((-22.5 45,0 45,0 56.25,-22.5 56.25,-22.5 45))"
8	3	15	"Polygon((0 45,22.5 45,22.5 56.25,0 56.25,0 45))"
9	3	15	"Polygon((22.5 45,45 45,45 56.25,22.5 56.25,22.5 45))"
10	3	15	"Polygon((45 45,67.5 45,67.5 56.25,45 56.25,45 45))"
11	3	15	"Polygon((67.5 45,90 45,90 56.25,67.5 56.25,67.5 45))"
12	3	15	"Polygon((90 45,112.5 45,112.5 56.25,90 56.25,90 45))"
13	3	15	"Polygon((112.5 45,135 45,135 56.25,112.5 56.25,112.5 45))"
14	3	15	"Polygon((135 45,157.5 45,157.5 56.25,135 56.25,135 45))"
15	3	15	"Polygon((157.5 45,180 45,180 56.25,157.5 56.25,157.5 45))"
0	4	15	"Polygon((-180 33.75,-157.5 33.75,-157.5 45,-180 45,-180 33.75))"
1	4	15	"Polygon((-157.5 33.75,-135 33.75,-135 45,-157.5 45,-157.5 33.75))"
2	4	15	"Polygon((-135 33.75,-112.5 33.75,-112.5 45,-135 45,-135 33.75))"
3	4	15	"Polygon((-112.5 33.75,-90 33.75,-90 45,-112.5 45,-112.5 33.75))"
4	4	15	"Polygon((-90 33.75,-67.5 33.75,-67.5 45,-90 45,-90 33.75))"
5	4	15	"Polygon((-67.5 33.75,-45 33.75,-45 45,-67.5 45,-67.5 33.75))"
6	4	15	"Polygon((-45 33.75,-22.5 33.75,-22.5 45,-45 45,-45 33.75))"
7	4	15	"Polygon((-22.5 33.75,0 33.75,0 45,-22.5 45,-22.5 33.75))"
8	4	15	"Polygon((0 33.75,22.5 33.75,22.5 45,0 45,0 33.75))"
9	4	15	"Polygon((22.5 33.75,45 33.75,45 45,22.5 45,22.5 33.75))"
10	4	15	"Polygon((45 33.75,67.5 33.75,67.5 45,45 45,45 33.75))"
11	4	15	"Polygon((67.5 33.75,90 33.75,90 45,67.5 45,67.5 33.75))"
12	4	15	"Polygon((90 33.75,112.5 33.75,112.5 45,90 45,90 33.75))"
13	4	15	"Polygon((112.5 33.75,135 33.75,135 45,112.5 45,112.5 33.75))"
14	4	15	"Polygon((135 33.75,157.5 33.75,157.5 45,135 45,135 33.75))"
15	4	15	"Polygon((157.5 33.75,180 33.75,180 45,157.5 45,157.5 33.75))"
0	5	15	"Polygon((-180 22.5,-157.5 22.5,-157.5 33.75,-180 33.75,-180 22.5))"
1	5	15	"Polygon((-157.5 22.5,-135 22.5,-135 33.75,-157.5 33.75,-157.5 22.5))"
2	5	15	"Polygon((-135 22.5,-112.5 22.5,-112.5 33.75,-135 33.75,-135 22.5))"
3	5	15	"Polygon((-112.5 22.5,-90 22.5,-90 33.75,-112.5 33.75,-112.5 22.5))"
4	5	15	"Polygon((-90 22.5,-67.5 22.5,-67.5 33.75,-90 33.75,-90 22.5))"
5	5	15	"Polygon((-67.5 22.5,-45 22.5,-45 33.75,-67.5 33.75,-67.5 22.5))"
6	5	15	"Polygon((-45 22.5,-22.5 22.5,-22.5 33.75,-45 33.75,-45 22.5))"
7	5	15	"Polygon((-22.5 22.5,0 22.5,0 33.75,-22.5 33.75,-22.5 22.5))"
8	5	15	"Polygon((0 22.5,22.5 22.5,22.5 33.75,0 33.75,0 22.5))"
9	5	15	"Polygon((22.5 22.5,45 22.5,45 33.75,22.5 33.75,22.5 22.5))"
10	5	15	"Polygon((45 22.5,67.5 22.5,67.5 33.75,45 33.75,45 22.5))"
11	5	15	"Polygon((67.5 22.5,90 22.5,90 33.75,67.5 33.75,67.5 22.5))"
12	5	15	"Polygon((90 22.5,112.5 22.5,112.5 33.75,90 33.75,90 22.5))"
13	5	15	"Polygon((112.5 22.5,135 22.5,135 33.75,112.5 33.75,112.5 22.5))"
14	5	15	"Polygon((135 22.5,157.5 22.5,157.5 33.75,135 33.75,135 22.5))"
15	5	15	"Polygon((157.5 22.5,180 22.5,180 33.75,157.5 33.75,157.5 22.5))"
0	6	15	"Polygon((-180 11.25,-157.5 11.25,-157.5 22.5,-180 22.5,-180 11.25))"
1	6	15	"Polygon((-157.5 11.25,-135 11.25,-135 22.5,-157.5 22.5,-157.5 11.25))"
2	6	15	"Polygon((-135 11.25,-112.5 11.25,-112.5 22.5,-135 22.5,-135 11.25))"
3	6	15	"Polygon((-112.5 11.25,-90 11.25,-90 22.5,-112.5 22.5,-112.5 11.25))"
4	6	15	"Polygon((-90 11.25,-67.5 11.25,-67.5 22.5,-90 22.5,-90 11.25))"
5	6	15	"Polygon((-67.5 11.25,-45 11.25,-45 22.5,-67.5 22.5,-67.5 11.25))"
6	6	15	"Polygon((-45 11.25,-22.5 11.25,-22.5 22.5,-45 22.5,-45 11.25))"
7	6	15	"Polygon((-22.5 11.25,0 11.25,0 22.5,-22.5 22.5,-22.5 11.25))"
8	6	15	"Polygon((0 11.25,22.5 11.25,22.5 22.5,0 22.5,0 11.25))"
9	6	15	"Polygon((22.5 11.25,45 11.25,45 22.5,22.5 22.5,22.5 11.25))"
10	6	15	"Polygon((45 11.25,67.5 11.25,67.5 22.5,45 22.5,45 11.25))"
11	6	15	"Polygon((67.5 11.25,90 11.25,90 22.5,67.5 22.5,67.5 11.25))"
12	6	15	"Polygon((90 11.25,112.5 11.25,112.5 22.5,90 22.5,90 11.25))"
13	6	15	"Polygon((112.5 11.25,135 11.25,135 22.5,112.5 22.5,112.5 11.25))"
14	6	15	"Polygon((135 11.25,157.5 11.25,157.5 22.5,135 22.5,135 11.25))"
15	6	15	"Polygon((157.5 11.25,180 11.25,180 22.5,157.5 22.5,157.5 11.25))"
0	7	15	"Polygon((-180 0,-157.5 0,-157.5 11.25,-180 11.25,-180 0))"
1	7	15	"Polygon((-157.5 0,-135 0,-135 11.25,-157.5 11.25,-157.5 0))"
2	7	15	"Polygon((-135 0,-112.5 0,-112.5 11.25,-135 11.25,-135 0))"
3	7	15	"Polygon((-112.5 0,-90 0,-90 11.25,-112.5 11.25,-112.5 0))"
4	7	15	"Polygon((-90 0,-67.5 0,-67.5 11.25,-90 11.25,-90 0))"
5	7	15	"Polygon((-67.5 0,-45 0,-45 11.25,-67.5 11.25,-67.5 0))"
6	7	15	"Polygon((-45 0,-22.5 0,-22.5 11.25,-45 11.25,-45 0))"
7	7	15	"Polygon((-22.5 0,0 0,0 11.25,-22.5 11.25,-22.5 0))"
8	7	15	"Polygon((0 0,22.5 0,22.5 11.25,0 11.25,0 0))"
9	7	15	"Polygon((22.5 0,45 0,45 11.25,22.5 11.25,22.5 0))"
10	7	15	"Polygon((45 0,67.5 0,67.5 11.25,45 11.25,45 0))"
11	7	15	"Polygon((67.5 0,90 0,90 11.25,67.5 11.25,67.5 0))"
12	7	15	"Polygon((90 0,112.5 0,112.5 11.25,90 11.25,90 0))"
13	7	15	"Polygon((112.5 0,135 0,135 11.25,112.5 11.25,112.5 0))"
14	7	15	"Polygon((135 0,157.5 0,157.5 11.25,135 11.25,135 0))"
15	7	15	"Polygon((157.5 0,180 0,180 11.25,157.5 11.25,157.5 0))"
0	8	15	"Polygon((-180 -11.25,-157.5 -11.25,-157.5 0,-180 0,-180 -11.25))"
1	8	15	"Polygon((-157.5 -11.25,-135 -11.25,-135 0,-157.5 0,-157.5 -11.25))"
2	8	15	"Polygon((-135 -11.25,-112.5 -11.25,-112.5 0,-135 0,-135 -11.25))"
3	8	15	"Polygon((-112.5 -11.25,-90 -11.25,-90 0,-112.5 0,-112.5 -11.25))"
4	8	15	"Polygon((-90 -11.25,-67.5 -11.25,-67.5 0,-90 0,-90 -11.25))"
5	8	15	"Polygon((-67.5 -11.25,-45 -11.25,-45 0,-67.5 0,-67.5 -11.25))"
6	8	15	"Polygon((-45 -11.25,-22.5 -11.25,-22.5 0,-45 0,-45 -11.25))"
7	8	15	"Polygon((-22.5 -11.25,0 -11.25,0 0,-22.5 0,-22.5 -11.25))"
8	8	15	"Polygon((0 -11.25,22.5 -11.25,22.5 0,0 0,0 -11.25))"
9	8	15	"Polygon((22.5 -11.25,45 -11.25,45 0,22.5 0,22.5 -11.25))"
10	8	15	"Polygon((45 -11.25,67.5 -11.25,67.5 0,45 0,45 -11.25))"
11	8	15	"Polygon((67.5 -11.25,90 -11.25,90 0,67.5 0,67.5 -11.25))"
12	8	15	"Polygon((90 -11.25,112.5 -11.25,112.5 0,90 0,90 -11.25))"
13	8	15	"Polygon((112.5 -11.25,135 -11.25,135 0,112.5 0,112.5 -11.25))"
14	8	15	"Polygon((135 -11.25,157.5 -11.25,157.5 0,135 0,135 -11.25))"
15	8	15	"Polygon((157.5 -11.25,180 -11.25,180 0,157.5 0,157.5 -11.25))"
0	9	15	"Polygon((-180 -22.5,-157.5 -22.5,-157.5 -11.25,-180 -11.25,-180 -22.5))"
1	9	15	"Polygon((-157.5 -22.5,-135 -22.5,-135 -11.25,-157.5 -11.25,-157.5 -22.5))"
2	9	15	"Polygon((-135 -22.5,-112.5 -22.5,-112.5 -11.25,-135 -11.25,-135 -22.5))"
3	9	15	"Polygon((-112.5 -22.5,-90 -22.5,-90 -11.25,-112.5 -11.25,-112.5 -22.5))"
4	9	15	"Polygon((-90 -22.5,-67.5 -22.5,-67.5 -11.25,-90 -11.25,-90 -22.5))"
5	9	15	"Polygon((-67.5 -22.5,-45 -22.5,-45 -11.25,-67.5 -11.25,-67.5 -22.5))"
6	9	15	"Polygon((-45 -22.5,-22.5 -22.5,-22.5 -11.25,-45 -11.25,-45 -22.5))"
7	9	15	"Polygon((-22.5 -22.5,0 -22.5,0 -11.25,-22.5 -11.25,-22.5 -22.5))"
8	9	15	"Polygon((0 -22.5,22.5 -22.5,22.5 -11.25,0 -11.25,0 -22.5))"
9	9	15	"Polygon((22.5 -22.5,45 -22.5,45 -11.25,22.5 -11.25,22.5 -22.5))"
10	9	15	"Polygon((45 -22.5,67.5 -22.5,67.5 -11.25,45 -11.25,45 -22.5))"
11	9	15	"Polygon((67.5 -22.5,90 -22.5,90 -11.25,67.5 -11.25,67.5 -22.5))"
12	9	15	"Polygon((90 -22.5,112.5 -22.5,112.5 -11.25,90 -11.25,90 -22.5))"
13	9	15	"Polygon((112.5 -22.5,135 -22.5,135 -11.25,112.5 -11.25,112.5 -22.5))"
14	9	15	"Polygon((135 -22.5,157.5 -22.5,157.5 -11.25,135 -11.25,135 -22.5))"
15	9	15	"Polygon((157.5 -22.5,180 -22.5,180 -11.25,157.5 -11.25,157.5 -22.5))"
0	10	15	"Polygon((-180 -33.75,-157.5 -33.75,-157.5 -22.5,-180 -22.5,-180 -33.75))"
1	10	15	"Polygon((-157.5 -33.75,-135 -33.75,-135 -22.5,-157.5 -22.5,-157.5 -33.75))"
2	10	15	"Polygon((-135 -33.75,-112.5 -33.75,-112.5 -22.5,-135 -22.5,-135 -33.75))"
3	10	15	"Polygon((-112.5 -33.75,-90 -33.75,-90 -22.5,-112.5 -22.5,-112.5 -33.75))"
4	10	15	"Polygon((-90 -33.75,-67.5 -33.75,-67.5 -22.5,-90 -22.5,-90 -33.75))"
5	10	15	"Polygon((-67.5 -33.75,-45 -33.75,-45 -22.5,-67.5 -22.5,-67.5 -33.75))"
6	10	15	"Polygon((-45 -33.75,-22.5 -33.75,-22.5 -22.5,-45 -22.5,-45 -33.75))"
7	10	15	"Polygon((-22.5 -33.75,0 -33.75,0 -22.5,-22.5 -22.5,-22.5 -33.75))"
8	10	15	"Polygon((0 -33.75,22.5 -33.75,22.5 -22.5,0 -22.5,0 -33.75))"
9	10	15	"Polygon((22.5 -33.75,45 -33.75,45 -22.5,22.5 -22.5,22.5 -33.75))"
10	10	15	"Polygon((45 -33.75,67.5 -33.75,67.5 -22.5,45 -22.5,45 -33.75))"
11	10	15	"Polygon((67.5 -33.75,90 -33.75,90 -22.5,67.5 -22.5,67.5 -33.75))"
12	10	15	"Polygon((90 -33.75,112.5 -33.75,112.5 -22.5,90 -22.5,90 -33.75))"
13	10	15	"Polygon((112.5 -33.75,135 -33.75,135 -22.5,112.5 -22.5,112.5 -33.75))"
14	10	15	"Polygon((135 -33.75,157.5 -33.75,157.5 -22.5,135 -22.5,135 -33.75))"
15	10	15	"Polygon((157.5 -33.75,180 -33.75,180 -22.5,157.5 -22.5,157.5 -33.75))"
0	11	15	"Polygon((-180 -45,-157.5 -45,-157.5 -33.75,-180 -33.75,-180 -45))"
1	11	15	"Polygon((-157.5 -45,-135 -45,-135 -33.75,-157.5 -33.75,-157.5 -45))"
2	11	15	"Polygon((-135 -45,-112.5 -45,-112.5 -33.75,-135 -33.75,-135 -45))"
3	11	15	"Polygon((-112.5 -45,-90 -45,-90 -33.75,-112.5 -33.75,-112.5 -45))"
4	11	15	"Polygon((-90 -45,-67.5 -45,-67.5 -33.75,-90 -33.75,-90 -45))"
5	11	15	"Polygon((-67.5 -45,-45 -45,-45 -33.75,-67.5 -33.75,-67.5 -45))"
6	11	15	"Polygon((-45 -45,-22.5 -45,-22.5 -33.75,-45 -33.75,-45 -45))"
7	11	15	"Polygon((-22.5 -45,0 -45,0 -33.75,-22.5 -33.75,-22.5 -45))"
8	11	15	"Polygon((0 -45,22.5 -45,22.5 -33.75,0 -33.75,0 -45))"
9	11	15	"Polygon((22.5 -45,45 -45,45 -33.75,22.5 -33.75,22.5 -45))"
10	11	15	"Polygon((45 -45,67.5 -45,67.5 -33.75,45 -33.75,45 -45))"
11	11	15	"Polygon((67.5 -45,90 -45,90 -33.75,67.5 -33.75,67.5 -45))"
12	11	15	"Polygon((90 -45,112.5 -45,112.5 -33.75,90 -33.75,90 -45))"
13	11	15	"Polygon((112.5 -45,135 -45,135 -33.75,112.5 -33.75,112.5 -45))"
14	11	15	"Polygon((135 -45,157.5 -45,157.5 -33.75,135 -33.75,135 -45))"
15	11	15	"Polygon((157.5 -45,180 -45,180 -33.75,157.5 -33.75,157.5 -45))"
0	12	15	"Polygon((-180 -56.25,-157.5 -56.25,-157.5 -45,-180 -45,-180 -56.25))"
1	12	15	"Polygon((-157.5 -56.25,-135 -56.25,-135 -45,-157.5 -45,-157.5 -56.25))"
2	12	15	"Polygon((-135 -56.25,-112.5 -56.25,-112.5 -45,-135 -45,-135 -56.25))"
3	12	15	"Polygon((-112.5 -56.25,-90 -56.25,-90 -45,-112.5 -45,-112.5 -56.25))"
4	12	15	"Polygon((-90 -56.25,-67.5 -56.25,-67.5 -45,-90 -45,-90 -56.25))"
5	12	15	"Polygon((-67.5 -56.25,-45 -56.25,-45 -45,-67.5 -45,-67.5 -56.25))"
6	12	15	"Polygon((-45 -56.25,-22.5 -56.25,-22.5 -45,-45 -45,-45 -56.25))"
7	12	15	"Polygon((-22.5 -56.25,0 -56.25,0 -45,-22.5 -45,-22.5 -56.25))"
8	12	15	"Polygon((0 -56.25,22.5 -56.25,22.5 -45,0 -45,0 -56.25))"
9	12	15	"Polygon((22.5 -56.25,45 -56.25,45 -45,22.5 -45,22.5 -56.25))"
10	12	15	"Polygon((45 -56.25,67.5 -56.25,67.5 -45,45 -45,45 -56.25))"
11	12	15	"Polygon((67.5 -56.25,90 -56.25,90 -45,67.5 -45,67.5 -56.25))"
12	12	15	"Polygon((90 -56.25,112.5 -56.25,112.5 -45,90 -45,90 -56.25))"
13	12	15	"Polygon((112.5 -56.25,135 -56.25,135 -45,112.5 -45,112.5 -56.25))"
14	12	15	"Polygon((135 -56.25,157.5 -56.25,157.5 -45,135 -45,135 -56.25))"
15	12	15	"Polygon((157.5 -56.25,180 -56.25,180 -45,157.5 -45,157.5 -56.25))"
0	13	15	"Polygon((-180 -67.5,-157.5 -67.5,-157.5 -56.25,-180 -56.25,-180 -67.5))"
1	13	15	"Polygon((-157.5 -67.5,-135 -67.5,-135 -56.25,-157.5 -56.25,-157.5 -67.5))"
2	13	15	"Polygon((-135 -67.5,-112.5 -67.5,-112.5 -56.25,-135 -56.25,-135 -67.5))"
3	13	15	"Polygon((-112.5 -67.5,-90 -67.5,-90 -56.25,-112.5 -56.25,-112.5 -67.5))"
4	13	15	"Polygon((-90 -67.5,-67.5 -67.5,-67.5 -56.25,-90 -56.25,-90 -67.5))"
5	13	15	"Polygon((-67.5 -67.5,-45 -67.5,-45 -56.25,-67.5 -56.25,-67.5 -67.5))"
6	13	15	"Polygon((-45 -67.5,-22.5 -67.5,-22.5 -56.25,-45 -56.25,-45 -67.5))"
7	13	15	"Polygon((-22.5 -67.5,0 -67.5,0 -56.25,-22.5 -56.25,-22.5 -67.5))"
8	13	15	"Polygon((0 -67.5,22.5 -67.5,22.5 -56.25,0 -56.25,0 -67.5))"
9	13	15	"Polygon((22.5 -67.5,45 -67.5,45 -56.25,22.5 -56.25,22.5 -67.5))"
10	13	15	"Polygon((45 -67.5,67.5 -67.5,67.5 -56.25,45 -56.25,45 -67.5))"
11	13	15	"Polygon((67.5 -67.5,90 -67.5,90 -56.25,67.5 -56.25,67.5 -67.5))"
12	13	15	"Polygon((90 -67.5,112.5 -67.5,112.5 -56.25,90 -56.25,90 -67.5))"
13	13	15	"Polygon((112.5 -67.5,135 -67.5,135 -56.25,112.5 -56.25,112.5 -67.5))"
14	13	15	"Polygon((135 -67.5,157.5 -67.5,157.5 -56.25,135 -56.25,135 -67.5))"
15	13	15	"Polygon((157.5 -67.5,180 -67.5,180 -56.25,157.5 -56.25,157.5 -67.5))"
0	14	15	"Polygon((-180 -78.75,-157.5 -78.75,-157.5 -67.5,-180 -67.5,-180 -78.75))"
1	14	15	"Polygon((-157.5 -78.75,-135 -78.75,-135 -67.5,-157.5 -67.5,-157.5 -78.75))"
2	14	15	"Polygon((-135 -78.75,-112.5 -78.75,-112.5 -67.5,-135 -67.5,-135 -78.75))"
3	14	15	"Polygon((-112.5 -78.75,-90 -78.75,-90 -67.5,-112.5 -67.5,-112.5 -78.75))"
4	14	15	"Polygon((-90 -78.75,-67.5 -78.75,-67.5 -67.5,-90 -67.5,-90 -78.75))"
5	14	15	"Polygon((-67.5 -78.75,-45 -78.75,-45 -67.5,-67.5 -67.5,-67.5 -78.75))"
6	14	15	"Polygon((-45 -78.75,-22.5 -78.75,-22.5 -67.5,-45 -67.5,-45 -78.75))"
7	14	15	"Polygon((-22.5 -78.75,0 -78.75,0 -67.5,-22.5 -67.5,-22.5 -78.75))"
8	14	15	"Polygon((0 -78.75,22.5 -78.75,22.5 -67.5,0 -67.5,0 -78.75))"
9	14	15	"Polygon((22.5 -78.75,45 -78.75,45 -67.5,22.5 -67.5,22.5 -78.75))"
10	14	15	"Polygon((45 -78.75,67.5 -78.75,67.5 -67.5,45 -67.5,45 -78.75))"
11	14	15	"Polygon((67.5 -78.75,90 -78.75,90 -67.5,67.5 -67.5,67.5 -78.75))"
12	14	15	"Polygon((90 -78.75,112.5 -78.75,112.5 -67.5,90 -67.5,90 -78.75))"
13	14	15	"Polygon((112.5 -78.75,135 -78.75,135 -67.5,112.5 -67.5,112.5 -78.75))"
14	14	15	"Polygon((135 -78.75,157.5 -78.75,157.5 -67.5,135 -67.5,135 -78.75))"
15	14	15	"Polygon((157.5 -78.75,180 -78.75,180 -67.5,157.5 -67.5,157.5 -78.75))"
0	15	15	"Polygon((-180 -90,-157.5 -90,-157.5 -78.75,-180 -78.75,-180 -90))"
1	15	15	"Polygon((-157.5 -90,-135 -90,-135 -78.75,-157.5 -78.75,-157.5 -90))"
2	15	15	"Polygon((-135 -90,-112.5 -90,-112.5 -78.75,-135 -78.75,-135 -90))"
3	15	15	"Polygon((-112.5 -90,-90 -90,-90 -78.75,-112.5 -78.75,-112.5 -90))"
4	15	15	"Polygon((-90 -90,-67.5 -90,-67.5 -78.75,-90 -78.75,-90 -90))"
5	15	15	"Polygon((-67.5 -90,-45 -90,-45 -78.75,-67.5 -78.75,-67.5 -90))"
6	15	15	"Polygon((-45 -90,-22.5 -90,-22.5 -78.75,-45 -78.75,-45 -90))"
7	15	15	"Polygon((-22.5 -90,0 -90,0 -78.75,-22.5 -78.75,-22.5 -90))"
8	15	15	"Polygon((0 -90,22.5 -90,22.5 -78.75,0 -78.75,0 -90))"
9	15	15	"Polygon((22.5 -90,45 -90,45 -78.75,22.5 -78.75,22.5 -90))"
10	15	15	"Polygon((45 -90,67.5 -90,67.5 -78.75,45 -78.75,45 -90))"
11	15	15	"Polygon((67.5 -90,90 -90,90 -78.75,67.5 -78.75,67.5 -90))"
12	15	15	"Polygon((90 -90,112.5 -90,112.5 -78.75,90 -78.75,90 -90))"
13	15	15	"Polygon((112.5 -90,135 -90,135 -78.75,112.5 -78.75,112.5 -90))"
